id,observed_on,time_observed_at,time_zone,quality_grade,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,geoprivacy,place_town_name,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name
104126702,1/1/22,2022-01-01 12:13:21 UTC,UTC,research,https://www.inaturalist.org/observations/104126702,https://static.inaturalist.org/photos/174439898/medium.jpeg,,1,0,FALSE,Sunol,37.61440659,-121.8911972,,,Alameda,Крапива жгучая,Urtica urens,Dwarf Nettle,Plantae,53315,Urticaceae,Urtica,Urtica urens
104137915,1/1/22,2022-01-01 18:08:10 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104137915,https://inaturalist-open-data.s3.amazonaws.com/photos/174460846/medium.jpg,,1,0,FALSE,Pleasanton Ridge Regional Park,37.65563234,-121.9236459,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
104138505,1/1/22,2022-01-01 19:55:18 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104138505,https://inaturalist-open-data.s3.amazonaws.com/photos/174461884/medium.jpg,,1,0,FALSE,Pleasanton Ridge Regional Park,37.6556167,-121.9236401,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
104436030,1/5/22,2022-01-05 13:58:59 UTC,UTC,research,https://www.inaturalist.org/observations/104436030,https://inaturalist-open-data.s3.amazonaws.com/photos/174992967/medium.jpg,,2,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.611155,-121.8912367,,,Alameda,California sagebrush,Artemisia californica,California sagebrush,Plantae,53357,Asteraceae,Artemisia,Artemisia californica
104740906,1/10/22,2022-01-10 18:49:14 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/104740906,https://inaturalist-open-data.s3.amazonaws.com/photos/175573410/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.65579444,-121.9237444,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
104823371,1/10/22,2022-01-10 10:51:11 UTC,UTC,research,https://www.inaturalist.org/observations/104823371,https://inaturalist-open-data.s3.amazonaws.com/photos/175730589/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.655855,-121.9237883,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
105058750,1/16/22,2022-01-16 21:32:31 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105058750,https://inaturalist-open-data.s3.amazonaws.com/photos/176183513/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.60663667,-121.8887417,,,Alameda,common chickweed,Stellaria media,common chickweed,Plantae,53298,Caryophyllaceae,Stellaria,Stellaria media
105234260,1/19/22,2022-01-19 18:20:14 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105234260,https://inaturalist-open-data.s3.amazonaws.com/photos/176521047/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.65579167,-121.9237417,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
105853112,1/30/22,2022-01-30 10:40:40 UTC,UTC,research,https://www.inaturalist.org/observations/105853112,https://static.inaturalist.org/photos/177703049/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Hayward, CA, US",37.65141333,-121.9332667,,,Alameda,Pacific hound's tongue,Adelinia grande,Pacific hound's tongue,Plantae,769151,Boraginaceae,Adelinia,Adelinia grande
106032515,1/30/22,2022-01-30 14:03:33 UTC,UTC,research,https://www.inaturalist.org/observations/106032515,https://static.inaturalist.org/photos/178041534/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61738667,-121.8867867,,,Alameda,milk thistle,Silybum marianum,milk thistle,Plantae,52586,Asteraceae,Silybum,Silybum marianum
106098085,2/3/22,2022-02-03 11:30:00 UTC,UTC,research,https://www.inaturalist.org/observations/106098085,https://static.inaturalist.org/photos/178167348/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, 海沃德, CA, US",37.65933856,-121.9288234,,Hayward,Alameda,Pacific hound's tongue,Adelinia grande,Pacific hound's tongue,Plantae,769151,Boraginaceae,Adelinia,Adelinia grande
106193255,2/5/22,2022-02-05 19:34:25 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/106193255,https://inaturalist-open-data.s3.amazonaws.com/photos/178349347/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.65344167,-121.9228583,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
106193326,2/5/22,2022-02-05 19:00:08 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/106193326,https://inaturalist-open-data.s3.amazonaws.com/photos/178349489/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.648845,-121.9188917,,,Alameda,Padre's Shooting Star,Primula clevelandii,Padre's Shooting Star,Plantae,486971,Primulaceae,Primula,Primula clevelandii
106216395,2/5/22,2022-02-05 09:39:47 UTC,UTC,research,https://www.inaturalist.org/observations/106216395,https://inaturalist-open-data.s3.amazonaws.com/photos/178394445/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61618,-121.895895,,,Alameda,Common star lily,Toxicoscordion fremontii,Common star lily,Plantae,49649,Melanthiaceae,Toxicoscordion,Toxicoscordion fremontii
106265590,2/5/22,2022-02-05 11:00:02 UTC,UTC,research,https://www.inaturalist.org/observations/106265590,https://static.inaturalist.org/photos/178484392/medium.jpg,,2,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.648845,-121.9188783,,,Alameda,Padre's Shooting Star,Primula clevelandii,Padre's Shooting Star,Plantae,486971,Primulaceae,Primula,Primula clevelandii
106513405,2/10/22,2022-02-10 13:30:14 UTC,UTC,research,https://www.inaturalist.org/observations/106513405,https://static.inaturalist.org/photos/178940664/medium.jpg,,2,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61469518,-121.8918699,,,Alameda,Rosy sandcrocus,Romulea rosea,Rosy sandcrocus,Plantae,68896,Iridaceae,Romulea,Romulea rosea
106713135,2/13/22,2022-02-14 02:03:53 UTC,Hawaii,research,https://www.inaturalist.org/observations/106713135,https://static.inaturalist.org/photos/179323735/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.65474537,-121.9223013,,,Alameda,miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994,Montiaceae,Claytonia,Claytonia perfoliata
107087089,2/19/22,2022-02-19 23:22:42 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107087089,https://inaturalist-open-data.s3.amazonaws.com/photos/180037412/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Hayward, CA, US",37.65546129,-121.9389878,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
107214027,2/21/22,2022-02-21 19:29:58 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214027,https://inaturalist-open-data.s3.amazonaws.com/photos/180276520/medium.jpeg,,1,0,FALSE,"Pleasanton, CA 94588, USA",37.638849,-121.914955,,,Alameda,Blue Dicks,Dipterostemon capitatus,Blue Dicks,Plantae,1196784,Asparagaceae,Dipterostemon,Dipterostemon capitatus
107214344,2/21/22,2022-02-21 19:57:44 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214344,https://inaturalist-open-data.s3.amazonaws.com/photos/180276949/medium.jpeg,,1,0,FALSE,"Pleasanton, CA 94588, USA",37.643396,-121.91752,,,Alameda,Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687,Geraniaceae,Erodium,Erodium cicutarium
107214397,2/21/22,2022-02-21 20:07:45 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214397,https://inaturalist-open-data.s3.amazonaws.com/photos/180277048/medium.jpeg,,2,0,FALSE,"Pleasanton, CA 94588, USA",37.647941,-121.919097,,,Alameda,redmaids,Calandrinia menziesii,redmaids,Plantae,400267,Montiaceae,Calandrinia,Calandrinia menziesii
107214640,2/21/22,2022-02-21 20:22:26 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214640,https://inaturalist-open-data.s3.amazonaws.com/photos/180277565/medium.jpeg,,1,0,FALSE,"Pleasanton, CA 94588, USA",37.653179,-121.922461,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
107214651,2/21/22,2022-02-21 20:39:48 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214651,https://inaturalist-open-data.s3.amazonaws.com/photos/180277618/medium.jpeg,,1,0,FALSE,"Pleasanton, CA 94588, USA",37.650894,-121.927276,,Hayward,Alameda,California poppy,Eschscholzia californica,California poppy,Plantae,48225,Papaveraceae,Eschscholzia,Eschscholzia californica
107214739,2/21/22,2022-02-21 20:58:05 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214739,https://inaturalist-open-data.s3.amazonaws.com/photos/180277858/medium.jpeg,,2,0,FALSE,"Pleasanton, CA 94588, USA",37.65368397,-121.920996,,,Alameda,milkmaids,Cardamine californica,milkmaids,Plantae,49651,Brassicaceae,Cardamine,Cardamine californica
107214823,2/21/22,2022-02-21 21:06:01 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214823,https://inaturalist-open-data.s3.amazonaws.com/photos/180278026/medium.jpeg,,1,0,FALSE,"Pleasanton, CA 94588, USA",37.65142197,-121.916959,,,Alameda,California Saxifrage,Micranthes californica,California Saxifrage,Plantae,78023,Saxifragaceae,Micranthes,Micranthes californica
107214839,2/21/22,2022-02-21 21:19:13 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214839,https://inaturalist-open-data.s3.amazonaws.com/photos/180278052/medium.jpeg,,2,0,FALSE,"Pleasanton, CA 94588, USA",37.65662797,-121.917179,,,Alameda,orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371,Phrymaceae,Diplacus,Diplacus aurantiacus
107214867,2/21/22,2022-02-21 21:22:14 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214867,https://inaturalist-open-data.s3.amazonaws.com/photos/180278091/medium.jpeg,,2,0,FALSE,"Pleasanton, CA 94588, USA",37.657347,-121.916937,,,Alameda,milkmaids,Cardamine californica,milkmaids,Plantae,49651,Brassicaceae,Cardamine,Cardamine californica
107214903,2/21/22,2022-02-21 21:25:13 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107214903,https://inaturalist-open-data.s3.amazonaws.com/photos/180278186/medium.jpeg,,1,0,FALSE,"Pleasanton, CA 94588, USA",37.65893297,-121.916706,,,Alameda,California beeplant,Scrophularia californica,California beeplant,Plantae,50812,Scrophulariaceae,Scrophularia,Scrophularia californica
107234126,2/21/22,2022-02-21 21:35:38 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234126,https://inaturalist-open-data.s3.amazonaws.com/photos/180314982/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61503667,-121.8840167,,,Alameda,hairy bittercress,Cardamine hirsuta,hairy bittercress,Plantae,55829,Brassicaceae,Cardamine,Cardamine hirsuta
107234185,2/21/22,2022-02-21 21:46:23 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234185,https://inaturalist-open-data.s3.amazonaws.com/photos/180315031/medium.jpg,,2,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61240333,-121.8856583,,,Alameda,Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090,Geraniaceae,Erodium,Erodium botrys
107234193,2/21/22,2022-02-21 22:22:01 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234193,https://inaturalist-open-data.s3.amazonaws.com/photos/180315043/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61216667,-121.893805,,,Alameda,Rosy sandcrocus,Romulea rosea,Rosy sandcrocus,Plantae,68896,Iridaceae,Romulea,Romulea rosea
107234211,2/21/22,2022-02-21 21:56:29 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234211,https://inaturalist-open-data.s3.amazonaws.com/photos/180315085/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61214667,-121.8886867,,,Alameda,pineapple-weed,Matricaria discoidea,pineapple-weed,Plantae,52992,Asteraceae,Matricaria,Matricaria discoidea
107234227,2/21/22,2022-02-21 22:05:08 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234227,https://inaturalist-open-data.s3.amazonaws.com/photos/180315124/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.612255,-121.8899917,,,Alameda,scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928,Primulaceae,Lysimachia,Lysimachia arvensis
107234242,2/21/22,2022-02-21 22:08:26 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234242,https://inaturalist-open-data.s3.amazonaws.com/photos/180315182/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61119667,-121.8911883,,,Alameda,Silver Bush Lupine,Lupinus albifrons albifrons,Silver Bush Lupine,Plantae,53418,Fabaceae,Lupinus,Lupinus albifrons
107234259,2/21/22,2022-02-21 22:11:39 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234259,https://inaturalist-open-data.s3.amazonaws.com/photos/180315233/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61113667,-121.892975,,,Alameda,Bermuda buttercup,Oxalis pes-caprae,Bermuda buttercup,Plantae,53169,Oxalidaceae,Oxalis,Oxalis pes-caprae
107234300,2/21/22,2022-02-21 22:13:04 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234300,https://inaturalist-open-data.s3.amazonaws.com/photos/180315276/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.6111,-121.8928967,,,Alameda,greater periwinkle,Vinca major,greater periwinkle,Plantae,53326,Apocynaceae,Vinca,Vinca major
107234314,2/21/22,2022-02-21 22:22:49 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234314,https://inaturalist-open-data.s3.amazonaws.com/photos/180315297/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.6125,-121.89357,,,Alameda,hairy vetch,Vicia villosa,hairy vetch,Plantae,57317,Fabaceae,Vicia,Vicia villosa
107234364,2/21/22,2022-02-21 22:33:29 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234364,https://inaturalist-open-data.s3.amazonaws.com/photos/180315418/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61608833,-121.8960417,,,Alameda,Common star lily,Toxicoscordion fremontii,Common star lily,Plantae,49649,Melanthiaceae,Toxicoscordion,Toxicoscordion fremontii
107234457,2/21/22,2022-02-21 22:35:10 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234457,https://inaturalist-open-data.s3.amazonaws.com/photos/180315595/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61691333,-121.895705,,,Alameda,Subterranean Clover,Trifolium subterraneum,Subterranean Clover,Plantae,60201,Fabaceae,Trifolium,Trifolium subterraneum
107234472,2/21/22,2022-02-21 22:38:20 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234472,https://inaturalist-open-data.s3.amazonaws.com/photos/180315644/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61756167,-121.897155,,,Alameda,California buttercup,Ranunculus californicus,California buttercup,Plantae,52173,Ranunculaceae,Ranunculus,Ranunculus californicus
107234506,2/21/22,2022-02-21 22:39:25 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234506,https://inaturalist-open-data.s3.amazonaws.com/photos/180315733/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61805,-121.8966833,,,Alameda,Henderson's shooting star,Primula hendersonii,Henderson's shooting star,Plantae,487175,Primulaceae,Primula,Primula hendersonii
107234523,2/21/22,2022-02-21 22:40:41 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234523,https://inaturalist-open-data.s3.amazonaws.com/photos/180315805/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61813333,-121.896745,,,Alameda,California poppy,Eschscholzia californica,California poppy,Plantae,48225,Papaveraceae,Eschscholzia,Eschscholzia californica
107234578,2/21/22,2022-02-21 22:49:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234578,https://inaturalist-open-data.s3.amazonaws.com/photos/180315865/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.62339667,-121.900445,,,Alameda,California Golden Violet,Viola pedunculata,California Golden Violet,Plantae,50825,Violaceae,Viola,Viola pedunculata
107234610,2/21/22,2022-02-21 22:49:25 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234610,https://inaturalist-open-data.s3.amazonaws.com/photos/180315933/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.623495,-121.900575,,,Alameda,Blue Dicks,Dipterostemon capitatus,Blue Dicks,Plantae,1196784,Asparagaceae,Dipterostemon,Dipterostemon capitatus
107234634,2/21/22,2022-02-21 22:56:11 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234634,https://inaturalist-open-data.s3.amazonaws.com/photos/180315956/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.626295,-121.9039217,,,Alameda,miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994,Montiaceae,Claytonia,Claytonia perfoliata
107234647,2/21/22,2022-02-21 23:00:50 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107234647,https://inaturalist-open-data.s3.amazonaws.com/photos/180316183/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.627395,-121.9071117,,,Alameda,redmaids,Calandrinia menziesii,redmaids,Plantae,400267,Montiaceae,Calandrinia,Calandrinia menziesii
107236970,2/21/22,2022-02-21 23:47:59 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107236970,https://inaturalist-open-data.s3.amazonaws.com/photos/180319951/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, Pleasanton, CA, US",37.631325,-121.9066167,,,Alameda,Pacific hound's tongue,Adelinia grande,Pacific hound's tongue,Plantae,769151,Boraginaceae,Adelinia,Adelinia grande
107397379,2/24/22,2022-02-24 18:55:27 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107397379,https://inaturalist-open-data.s3.amazonaws.com/photos/180621080/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.65486677,-121.9165671,,,Alameda,Pacific pea,Lathyrus vestitus,Pacific pea,Plantae,50320,Fabaceae,Lathyrus,Lathyrus vestitus
107397433,2/24/22,2022-02-24 19:22:11 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107397433,https://inaturalist-open-data.s3.amazonaws.com/photos/180621210/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.65381708,-121.921636,,,Alameda,California Saxifrage,Micranthes californica,California Saxifrage,Plantae,78023,Saxifragaceae,Micranthes,Micranthes californica
107397615,2/24/22,2022-02-24 19:32:35 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107397615,https://inaturalist-open-data.s3.amazonaws.com/photos/180621598/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.65613364,-121.9239201,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
107397734,2/24/22,2022-02-24 21:00:33 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107397734,https://inaturalist-open-data.s3.amazonaws.com/photos/180621819/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.6617008,-121.9353355,,Hayward,Alameda,Rosy sandcrocus,Romulea rosea,Rosy sandcrocus,Plantae,68896,Iridaceae,Romulea,Romulea rosea
107397843,2/24/22,2022-02-24 21:15:56 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107397843,https://inaturalist-open-data.s3.amazonaws.com/photos/180621970/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.6581317,-121.9310069,,Hayward,Alameda,redmaids,Calandrinia menziesii,redmaids,Plantae,400267,Montiaceae,Calandrinia,Calandrinia menziesii
107397859,2/24/22,2022-02-24 21:35:41 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107397859,https://inaturalist-open-data.s3.amazonaws.com/photos/180622014/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.65638333,-121.9253889,,Hayward,Alameda,glue-seed,Blennosperma nanum,glue-seed,Plantae,57914,Asteraceae,Blennosperma,Blennosperma nanum
107397868,2/24/22,2022-02-24 21:48:04 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107397868,https://inaturalist-open-data.s3.amazonaws.com/photos/180622050/medium.jpg,,1,0,FALSE,"Pleasanton Ridge Regional Park, CA, US",37.65345284,-121.9201518,,,Alameda,White nemophila,Nemophila heterophylla,White nemophila,Plantae,53158,Boraginaceae,Nemophila,Nemophila heterophylla
107899228,3/4/22,2022-03-04 16:56:26 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/107899228,https://static.inaturalist.org/photos/181561392/medium.jpeg,,1,0,FALSE,"Sunol, CA, USA",37.60898883,-121.8876507,,,Alameda,California Golden Violet,Viola pedunculata,California Golden Violet,Plantae,50825,Violaceae,Viola,Viola pedunculata
108418096,3/11/22,2022-03-12 02:04:26 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/108418096,https://inaturalist-open-data.s3.amazonaws.com/photos/182537324/medium.jpg,"Looks like mint, growing everywhere here right now. What is it exactly?",2,0,FALSE,"Pleasanton Ridge Regional Park, Sunol, CA, US",37.61565,-121.8921133,,,Alameda,White Horehound,Marrubium vulgare,White Horehound,Plantae,54605,Lamiaceae,Marrubium,Marrubium vulgare
